id,author,title,signatur,regal,fach,zustand,status_digitalisierung,cover_local,cover_online,year,language,isbn,publisher,description
671,Diverse Autoren,Männer der Kirche,B 17,Regal B,,Vorhanden,Gemini-Import,thumbnails/book_671.jpg,https://books.google.com/books/content?id=Vw54DwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,1985,de,978-3-8032-0944,Diverse,"Abenteuerlich und anschmiegsam, boshaft und charmant, frivol und leidenschaftlich, markant und provokativ, romantisch-verklärend und zynisch - ""ecce homo"" - so vielfältig-widersprüchlich ist der Mann. Hier kommen bedeutende Männer zu Wort - Dichter, Philosophen, Schauspieler, Politiker wie Ben Gurion, Danny Kaye, Frank Sinatra, Goethe, Robert Lembke, Sigmund Freud, Charles Bukowski, Arthur Schopenhauer, Henry Kissinger, Pablo Picasso - und bringen in der ihnen eigenen Weise auf den Punkt, was sie zu den großen menschlichen Themen zu sagen haben! Nicht nur als Bettlektüre ein Vergnügen!"
672,Diverse Autoren,Künstler und ihre Zeit,B 18,Regal B,,Vorhanden,Gemini-Import,thumbnails/book_672.jpg,https://books.google.com/books/content?id=HwXeLuIMwd0C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,1985,de,978-3-8032-0945,Diverse,... diverse Kategorien gegliedert ( App . 184 ) . Nimmt man die Namen der empfohlenen Autoren bzw. aufgeführten Künstler ... Zeit größtenteils namhaften Autoren beige- steuert wurden ( daran hat sich übrigens bis zum heutigen Tag nichts&nbsp;...
673,Diverse Autoren,Politiker im Wandel,B 19,Regal B,,Vorhanden,Gemini-Import,thumbnails/book_673.jpg,https://books.google.com/books/content?id=7U9WDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,1985,de,978-3-8032-0946,Diverse,"Die Kritische Theorie prägt eine ganze Epoche des akademischen Denkens und strahlt bis in öffentliche Debatten aus. Ihr gesellschaftstheoretischer Anspruch weist über den geschichtlichen Entstehungskontext hinaus, und so geht von ihr nach wie vor eine große Anziehungskraft aus. Doch im Felde der Politik klafft im Zentrum der historischen Frankfurter Schule eine Theorielücke. Dieser Band fragt, was das für die Gegenwart bedeutet: Ist eine Kritische Theorie der Politik heute noch möglich? Woran kann sie anknüpfen? Wo muss sie sich neu erfinden? Was sind ihre Antworten auf die Fragen unserer Zeit? Der Band versammelt Beiträge einschlägiger Expertinnen und Experten wie Amy Allen, Wendy Brown, Hauke Brunkhorst, Rainer Forst, Nancy Fraser, Raymond Geuss, Oliver Marchart, Hartmut Rosa und Martin …"
656,Ferdinand Schlingensiepen,Dietrich Bonhoeffer,B 2,Regal B,,Vorhanden,Gemini-Import,thumbnails/book_656.jpg,https://covers.openlibrary.org/b/id/8930580-L.jpg,1985,de,978-3-8032-0929,C.H. Beck,"Biografie van Dietrich Bonhoeffer. Een ‘must’ voor iedereen die een biografie wil lezen die Bonhoeffer niet in een keurslijf drukt. ‘Dietrich Bonhoeffer 1906-1945’ is de meest betrouwbare biografie over Bonhoeffer. Ferdinand Schlingensiepen is een eminente kenner van Bonhoeffers leven en werk. Wie was deze theoloog? De auteur put uit vele bronnen: brieven, gedichten, gebeden, liederen en aantekeningen. Zijn werk is het resultaat van jarenlang systematisch onderzoek en het gebruik van nieuw bronmateriaal. Hij zet een compleet beeld neer van Bonhoeffer als theoloog, schrijver, verzetsstrijder en persoon. ij Hij Gerard Dekker en Gerard den Hertog"
674,Diverse Autoren,Wissenschaftler und ihre Entdeckungen,B 20,Regal B,,Vorhanden,Gemini-Import,thumbnails/book_674.jpg,https://books.google.com/books/content?id=JzwkBAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,1985,de,978-3-8032-0947,Diverse,"Carola Schauer untersucht, ob Wirtschaftsinformatik für eine Stärkung ihrer Position im internationalen Wettbewerb ihre traditionell konstruktionsorientierte Ausrichtung zugunsten einer primär empirischen Forschung nach nordamerikanischem Vorbild aufgeben sollte."
675,Diverse Autoren,Lebenserinnerungen,B 21,Regal B,,Vorhanden,Gemini-Import,thumbnails/book_675.jpg,https://books.google.com/books/content?id=AEIYAQAAIAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,1985,de,978-3-8032-0948,Diverse,"... Schriftstellerin . Ihr Vater , Theodor , war kulturpolitischer Schriftsteller ... Lebenserinnerungen , 160 Bl . , Die Katzenreise , 1 Bl . o.D. , Partitur ... diverse Photos , Kuvert mit der Inschrift &gt; Schriften und alte Briefe&nbsp;..."
676,Diverse Autoren,Autobiographien,B 22,Regal B,,Vorhanden,Gemini-Import,thumbnails/book_676.jpg,https://books.google.com/books/content?id=wfFvAQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,1985,de,978-3-8032-0949,Diverse,"Inhaltsangabe:Zusammenfassung: Erstens Der Autor als Individuum mit seiner Geschichte: Die Dissertation soll die sechs ausgewählten Autoren und Autorinnen von zeitgeschichtlicher Kinder- und Jugendliteratur als Personen mit ihren ganz individuellen biographischen Hintergründen abbilden, und hierdurch ein bisher bekanntes Datenspektrum durch neue Erkenntnisse und Informationen ergänzen und vertiefen. Die gewonnenen Erkenntnisse gehen explizit aus den Aussagen (Interviews) der Autoren hervor und sind als authentisches wie gegenstandsangemessenes Material anzusehen. In diesem Zusammenhang erfolgt eine Vernetzung von Autoren- und Werkbiographie. Zweitens Die Generation der Kriegs- und Nachkriegsautoren: Über die intensive Auseinandersetzung mit jeder Einzelperson hinaus wird eine Annäherung an …"
677,Diverse Autoren,Lebenszeugnisse,B 23,Regal B,,Vorhanden,Gemini-Import,thumbnails/book_677.jpg,https://books.google.com/books/content?id=AgeFk9hWkTYC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,1985,de,978-3-8032-0950,Diverse,"... diverse Eingänge In natura zu vertheilende Effecten ( laut Sizungsbeschluß ... Autoren dieses Regulativs sind Director Coldiz ( Donau ) , Dr Kaan ... Lebenszeugnisse für die Versicherten in der vorge- schriebenen Frist bis 31&nbsp;..."
678,Diverse Autoren,Gedenkschriften,B 24,Regal B,,Vorhanden,Gemini-Import,thumbnails/book_678.jpg,https://books.google.com/books/content?id=LsY5AQAAMAAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,1985,de,978-3-8032-0951,Diverse,"... Autoren , an welche wir in dieser widerspruchsvollen Frage rekurriren müssen ... diverse . Mentre Philippi pretende che la proporzione &lt;&lt; delle specie ... Autoren erwähnten gemeinsamen Arten will A. Issel nur die folgenden als&nbsp;..."
679,Diverse Autoren,Huldigungen,B 25,Regal B,,Vorhanden,Gemini-Import,thumbnails/book_679.jpg,https://books.google.com/books/content?id=TpUmDgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,1985,de,978-3-8032-0952,Diverse,"In rund 650 Porträts stellt dieses Lexikon englischsprachige Autorinnen und Autoren vom frühen Mittelalter bis zur unmittelbaren Gegenwart vor. Über den bekannten Kanon hinaus präsentiert das Lexikon sehr viele Autorinnen und Autoren aus dem globalen Einzugsbereich der ""New English Literatures"" sowie Autorinnen und Autoren aus neuester Zeit."
680,Diverse Autoren,Zum Geburtstag,B 26,Regal B,,Vorhanden,Gemini-Import,thumbnails/book_680.jpg,https://books.google.com/books/content?id=jkzADwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,1985,de,978-3-8032-0953,Diverse,"Die Liebe hat viele Geschichten. Sie kann hart und bedingungslos sein, sanftmütig und weich. Sie kann dich die Realität vergessen lassen oder dich bedingungslos mit ihr konfrontieren. Dieses Buch ist eine Auswahl dieser Vielfältigkeit. In Gedichten und Geschichten ziehen die Autoren den roten Faden der Herzensangelegenheiten durch eine Welt tiefster Gefühle."
681,Diverse Autoren,Zum Jubiläum,B 27,Regal B,,Vorhanden,Gemini-Import,thumbnails/book_681.jpg,https://books.google.com/books/content?id=fdvDpaRE7ckC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,1985,de,978-3-8032-0954,Diverse,"Lizentiatsarbeit aus dem Jahr 2009 im Fachbereich Geschichte Europas - Neueste Geschichte, Europäische Einigung, Note: 5 (Schweiz), Universität Bern (Historisches Institut), Sprache: Deutsch, Abstract: Die Arbeit behandelt die Ansichten der bürgerlichen Turner vom Turnen in der Schule, im Verein und im Vorunterricht. Es wird die Frage gestellt, welcher Argumente sich die Turner bedienten und warum, wie sich diese veränderten und die Gründe dafür. Die unterschiedlichen gesellschaftlichen Einflüsse auf die Meinung der Turner werden anhand von Leserbriefen und eingeschickten Artikeln in den Vereinspublikationen diskutiert und behandelt. Die Untersuchung zeigt, dass sich die Schweiz den Turnern zufolge in einem politischen und wirtschaftlichen Überlebenskampf befand. Um in diesem Kampf nicht …"
682,Diverse Autoren,Zum Abschied,B 28,Regal B,,Vorhanden,Gemini-Import,thumbnails/book_682.jpg,https://books.google.com/books/content?id=jkzADwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,1985,de,978-3-8032-0955,Diverse,"Die Liebe hat viele Geschichten. Sie kann hart und bedingungslos sein, sanftmütig und weich. Sie kann dich die Realität vergessen lassen oder dich bedingungslos mit ihr konfrontieren. Dieses Buch ist eine Auswahl dieser Vielfältigkeit. In Gedichten und Geschichten ziehen die Autoren den roten Faden der Herzensangelegenheiten durch eine Welt tiefster Gefühle."
683,Diverse Autoren,Zum Gedenken,B 29,Regal B,,Vorhanden,Gemini-Import,thumbnails/book_683.jpg,https://books.google.com/books/content?id=v0TmEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,1985,de,978-3-8032-0956,Diverse,"Die BIBEL, ein wegweisendes Werk der Weltliteratur, vereint vielfältige literarische Formen und Stile, die von epischen Erzählungen über lyrische Poesie bis hin zu philosophischen Schriften reichen. Mit ihren zentralen Themen von Glaube, Moral und der Beziehung zwischen Mensch und Gott, entfaltet sie sich in zwei Hauptteilen – dem Alten und dem Neuen Testament. Die hinreißende Prosa sowie die tiefgründigen Metaphern, die die Schriften durchdringen, machen die BIBEL zu einem außergewöhnlichen Erlebnis für den Leser und gleichzeitig zu einem unverzichtbaren Dokument der kulturellen und spirituellen Geschichte der Menschheit. Die Vielzahl an Autoren, von den Propheten des Alten Testaments bis zu den Aposteln des Neuen Testaments, spiegelt die vielfältigen sozialen, politischen und …"
657,Lyndal Roper,Martin Luther - Eine Biographie,B 3,Regal B,,Vorhanden,Gemini-Import,thumbnails/book_657.jpg,https://books.google.com/books/content?id=GlcRDAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,1985,de,978-3-8032-0930,S. Fischer,"Ein neues Bild Martin Luthers, eine einfühlsame, mehrfach ausgezeichnete Biographie, die uns Luther so nahe bringt wie nie zuvor. Hier erfahren wir, wer Luther wirklich war und warum gerade er zum großen Reformator wurde, der die Welt aus den Angeln hob. Die renommierte Oxford-Historikerin Lyndal Roper hat sich aufgemacht, Luthers ganze Persönlichkeit zu verstehen, seine innere Welt und die Beziehungen zu seinen Freunden nachzuvollziehen. Dafür hat sie seine Schriften und vor allem seine Briefe noch einmal neu gelesen und zahlreiche Dokumente über Luther und sein Umfeld ausgewertet. Sie schildert den Reformator als Mann, der mit beiden Beinen im Leben stand, als Menschen aus Fleisch und Blut. Für Luther waren der Körper und die Sexualität Teil des Mensch-Seins, er wollte den Körper vom …"
684,Diverse Autoren,Zum Beispiel,B 30,Regal B,,Vorhanden,Gemini-Import,thumbnails/book_684.jpg,https://books.google.com/books/content?id=nyfDF-o9wWkC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,1985,de,978-3-8032-0957,Diverse,"Die Bedeutung von Architektur für das individuelle und soziale Leben der Menschen ist vergleichbar mit derjenigen von Medizin oder Politik. Dennoch ist das Handeln des Architekten bis dato nur selten aus ethischer Perspektive untersucht worden. Zwischen der tatsächlichen Bedeutung der gebauten Umwelt für den Menschen einerseits und der ethischen Reflexion auf ihre Entstehung, deren Bedingungen und deren Auswirkungen andererseits besteht also ein Missverhältnis: Das Handeln des Architekten ist ein 'blind spot' des Ethikers; und vice versa ist die Ethik weitgehend 'terra incognita' für die Architekten. Das Buch soll dazu beitragen, die skizzierte Leerstelle zu füllen und einen Beitrag zur Entwicklung einer Ethik der gebauten Umwelt leisten. Dementsprechend wird der Zusammenhang von …"
685,Diverse Autoren,Die Kirche im Leben,B 31,Regal B,,Vorhanden,Gemini-Import,thumbnails/book_685.jpg,https://books.google.com/books/content?id=49LHDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,1985,de,978-3-8032-0958,Diverse,"Anliegen des Buches ist es, ein Grundwissen von Kirche, von Entwicklungsmöglichkeiten, von verfügbaren Instrumenten und eine gemeinsame Sprache, in der man sich verständigen kann zu vermitteln. Darüber hinaus möchte das Buch Freude wecken und Mut machen: Freude an der Arbeit in der Kirche und Mut für die eigene Gemeindesituation. Neues Leben ist in jeder Gemeinde möglich. Die Chancen bisheriger und neuer Formen werden herausgearbeitet und anhand vieler Beispiele veranschaulicht. Verschiedene Modelle bieten unterschiedliche Zugänge, um die jeweilige Gemeindesituation vor Ort zu analysieren und weiterzuentwickeln. Inhalte: - Kirche ist Bewegung, Institution, Organisation und Hybrid - Gemeindeentwicklung in Dienstleistungs-, Beteiligungs- und Ermöglichungskirchen - So entsteht Kirche - Die …"
686,Diverse Autoren,Die Kirche in der Welt,B 32,Regal B,,Vorhanden,Gemini-Import,thumbnails/book_686.jpg,https://books.google.com/books/content?id=T9qIGubpQsMC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,1985,de,978-3-8032-0959,Diverse,"Keine ausführliche Beschreibung für ""Protestantische Theologie und moderne Welt"" verfügbar."
687,Diverse Autoren,Die Kirche in der Geschichte,B 33,Regal B,,Vorhanden,Gemini-Import,thumbnails/book_687.jpg,https://books.google.com/books/content?id=Ujz-jkX1Aq8C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,1985,de,978-3-8032-0960,Diverse,"... Diverse Autoren . Oesterreichische Geschichte ( in 17 Bänden ) I , 193 dto . Ginzel . Kirchengeschichte Donin Ludwig . Geschichte der Gegenwart Der heilige Stefan und die Stefaner Helfert Jos . Alex . , Frh . v . Schlacht bei Kulm 36&nbsp;..."
688,Diverse Autoren,Die Kirche in der Gegenwart,B 34,Regal B,,Vorhanden,Gemini-Import,thumbnails/book_688.jpg,https://books.google.com/books/content?id=Ujz-jkX1Aq8C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,1985,de,978-3-8032-0961,Diverse,"... Diverse Autoren . Oesterreichische Geschichte ( in 17 Bänden ) I , 193 dto . Ginzel . Kirchengeschichte Donin Ludwig . Geschichte der Gegenwart Der heilige Stefan und die Stefaner Helfert Jos . Alex . , Frh . v . Schlacht bei Kulm 36&nbsp;..."
689,Diverse Autoren,Die Kirche in der Zukunft,B 35,Regal B,,Vorhanden,Gemini-Import,thumbnails/book_689.jpg,https://books.google.com/books/content?id=TpUmDgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,1985,de,978-3-8032-0962,Diverse,"In rund 650 Porträts stellt dieses Lexikon englischsprachige Autorinnen und Autoren vom frühen Mittelalter bis zur unmittelbaren Gegenwart vor. Über den bekannten Kanon hinaus präsentiert das Lexikon sehr viele Autorinnen und Autoren aus dem globalen Einzugsbereich der ""New English Literatures"" sowie Autorinnen und Autoren aus neuester Zeit."
690,Diverse Autoren,Die Kirche und ihre Ämter,B 36,Regal B,,Vorhanden,Gemini-Import,thumbnails/book_690.jpg,https://books.google.com/books/content?id=eK9oAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,1985,de,978-3-8032-0963,Diverse,
691,Diverse Autoren,Die Kirche und ihre Ordnungen,B 37,Regal B,,Vorhanden,Gemini-Import,thumbnails/book_691.jpg,https://books.google.com/books/content?id=m_7Bg2ejYTYC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,1985,de,978-3-8032-0964,Diverse,"Die Gegenwart ist mit der Aufgabe konfrontiert, vor dem Hintergrund des Streits über Nutzen und Nachteil der Globalisierung von Produktion, Handel und Investition die Möglichkeiten politischen Handelns und politischer Verfassung neu zu beurteilen. Die Ordnung der Welt nimmt neue Konturen an, und dieser Transformationsvorgang nährt Spekulationen jeder Art.Die einzelnen Beiträge untersuchen aus philosophischer und juristischer Perspektive die Transformation der Souveränität, internationale Verrechtlichungstendenzen, Kriterien globaler sozialer Gerechtigkeit sowie die Herausbildung überstaatlicher Verfassungsformen."
692,Diverse Autoren,Die Kirche und ihre Feste,B 38,Regal B,,Vorhanden,Gemini-Import,thumbnails/book_692.jpg,https://books.google.com/books/content?id=GJ2iCgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,1985,de,978-3-8032-1025,Diverse,"Charles Dickens, E. T. A. Hoffmann, Diverse Autoren . Ihr hättet sehen sollen , was für einen Blick Tackleton auf ihn ... Kirche gehen kann ; da sie aber heute früh schon einmal dort war , werden selbst Sie sie vielleicht&nbsp;..."
693,Diverse Autoren,Die Kirche und ihre Feiern,B 39,Regal B,,Vorhanden,Gemini-Import,thumbnails/book_693.jpg,https://books.google.com/books/content?id=C4p3DwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,1985,de,978-3-8032-1026,Diverse,"In der lateinischen Praxis der Initiation von Kindern werden Taufe, Firmung und Eucharistie durch zeitliche Abstände voneinander getrennt gespendet. Im Laufe der Jahrhunderte hat sich die Praxis mehrmals verändert: Einerseits variiert die Reihenfolge von Firmung und Eucharistie, andererseits rückt ab dem 13. Jahrhundert das Bußsakrament zwischen die drei Initiationssakramente. Der Autor stellt in seiner Dissertation den historischtheologischen Prozess des Aufsplittens des ursprünglich einen Initiationsaktes umfassend dar und zieht daraus Schlussfolgerungen für ein neues Gesamtkonzept der Initiation von Kindern."
658,Peter Merseburger,Willy Brandt - Biographie,B 4,Regal B,,Vorhanden,Gemini-Import,thumbnails/book_658.jpg,https://books.google.com/books/content?id=P4dnEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,1985,de,978-3-8032-0931,DVA,"Keine ausführliche Beschreibung für ""Autobiografie und Wissenschaftliche Biografik"" verfügbar."
694,Diverse Autoren,Die Kirche und ihre Liturgie,B 40,Regal B,,Vorhanden,Gemini-Import,thumbnails/book_694.jpg,https://books.google.com/books/content?id=0qn3CwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,1985,de,978-3-8032-1017,Diverse,"Biographische Informationen Dr. Dominik Collet leitet die Forschernachwuchsgruppe ""Environment and Society"" an der Universität Heidelberg. Prof. Dr. Marian Füssel ist Inhaber des Lehrstuhls für Frühe Neuzeit an der Universität Göttingen. Sven Petersen ist Wissenschaftliche Hilfskraft am Seminar für Mittlere und Neuere Geschichte der Universität Göttingen."
695,Diverse Autoren,Die Kirche und ihre Lieder,B 41,Regal B,,Vorhanden,Gemini-Import,thumbnails/book_695.jpg,https://books.google.com/books/content?id=xPfUEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,1985,de,978-3-8032-1018,Diverse,"In der Bibel redet Gott zum Menschen, im Kirchengesang antwortet der Mensch Gott, sagte Nikolaus von Zinzendorf. Kirchenlieder, geistliche Lieder oder geistliche Gedichte in deutscher Sprache haben seit der Reformation Martin Luthers einen bemerkenswerten Aufschwung genommen, der in Form des sog. Neuen geistlichen Lieds in den 60er Jahren des 20. Jahrhunderts eine neue Form der Gottesverehrung gefunden hat. Im vorliegenden Autorenlexikon, das den Zeitraum von der Reformation bis zum frühen 20. Jahrhundert umfasst, sind die Biographien von über 4.500 Lyrikern verzeichnet, deren Leben zum Teil gut erforscht ist oder von denen wir nur den Namen und manchmal nicht einmal diesen kennen. Sie alle haben an dem großen Werk der geistlichen Lyrik mitgewirkt und können jetzt hier wieder oder erstmals …"
696,Diverse Autoren,Die Kirche und ihre Musik,B 42,Regal B,,Vorhanden,Gemini-Import,thumbnails/book_696.jpg,https://books.google.com/books/content?id=2vHPDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,1985,de,978-3-8032-1019,Diverse,"Dagmar Glüxam legt mit diesem Band, einem Nachschlagewerk für alle Interpreten und Musiklehrenden, die erste umfassende Beschreibung und Analyse der sogenannten Affekttheorie für Verständnis und Interpretation der Musik ab ca. 1600 bis Anfang des 19. Jahrhunderts vor. Anhand von zahlreichen musikhistorischen Dokumenten wird gezeigt, dass es tatsächlich nicht möglich ist, fundierte interpretatorische Entscheidungen in Hinsicht auf Tempo, Artikulation, Dynamik oder Ornamentik zu treffen, ohne den jeweiligen ""Affekt"" der Komposition zu kennen. Mit Hilfe dieser Anleitung kann der häufige interpretatorische Ansatz ""man spielt es so"" kritisch hinterfragt werden. Dieses Buch eröffnet völlig neue interpretatorische Horizonte in Hinblick auf Komponisten wie Johann Sebastian Bach, Wolfgang Amadé …"
697,Diverse Autoren,Die Kirche und ihre Kunst,B 43,Regal B,,Vorhanden,Gemini-Import,thumbnails/book_697.jpg,https://books.google.com/books/content?id=UHwsAAAAYAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,1985,de,978-3-8032-1020,Diverse,"... Kirche zu tun . Auch die schnipselnden Staatsanwälte passen gut in diesen ... diverse Sauereien eher zuzumuten sind als Leuten im Umkreis Vorarlberger ... Autoren - daran gehalten , wären durch diese Rede an mich eindeutig&nbsp;..."
698,Diverse Autoren,Die Kirche und ihre Architektur,B 44,Regal B,,Vorhanden,Gemini-Import,thumbnails/book_698.jpg,https://books.google.com/books/content?id=A4lIAQAAIAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,1985,de,978-3-8032-1021,Diverse,"Leben und Wirken des weit über Deutschland hinaus bekannten Kunstgewerblers und Architekten Peter Behrens (1868-1940) in der Zeit der NS-Diktatur liegen nach wie vor im Dunkeln. Behauptet wurden immer wieder die vermeintliche Anbiederung und Kooperation mit den NS-Mächtigen - allen voran dem ""Generalbauinspektor für die Reichshauptstadt Berlin"" Albert Speer und damit mittelbar auch Hitler selbst. Damit einher geht die These, Behrens' klassizistische Architektur aus der Zeit vor dem Ersten Weltkrieg sei ""präfaschistisch"", ja, Speer und der sogenannte NS-Klassizismus knüpf"
699,Diverse Autoren,Die Kirche und ihre Bilder,B 45,Regal B,,Vorhanden,Gemini-Import,thumbnails/book_699.jpg,https://books.google.com/books/content?id=_oRaEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,1985,de,978-3-8032-1022,Diverse,"Die vorliegende Publikation befasst sich mit der Malerei der Frühen Neuzeit unter dem Aspekt ihres kommunikativen Gebrauchs. Im Unterschied zur Moderne herrschte in der Frühneuzeit das Ideal einer geselligen spielerischen Kunstrezeption, bei der die Werke in und durch konversationsrhetorische Sprachkunst übersetzt und kommentiert wurden. Mit Blick auf fortschreitende Autonomisierungsprozesse untersucht Wolfgang Brassat an ausgewählten Beispielen vom Quattrocento bis zur französischen und englischen Kunst des 18. Jahrhunderts, wie Künstler z.B. durch rekursive und selbstreflexive Verfahren, rätselhafte und mehrdeutige Bildelemente, das Durchkreuzen etablierter Darstellungskonventionen und Infragestellen des tradierten Kunstbegriffs das Gespräch über ihr Werk und die Künste anregten."
700,Diverse Autoren,Die Kirche und ihre Symbole,B 46,Regal B,,Vorhanden,Gemini-Import,thumbnails/book_700.jpg,https://books.google.com/books/content?id=8yXmEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,1985,de,978-3-8032-1023,Diverse,"Die Anthologie 'Die größten Klassiker der deutschen Literatur: Mittelalter' lädt Leser ein, in die faszinierende Welt der mittelalterlichen Dichtung einzutauchen. Diese Sammlung vereint eine beeindruckende Bandbreite an literarischen Formen, von höfischer Romantik bis hin zur allegorischen Dichtung. Die Werke bieten tiefgehende Einblicke in die gesellschaftlichen, kulturellen und spirituellen Sphären des Mittelalters und illustrieren die reiche Vielfalt der deutschen Literatur jener Zeit. Besonders hervorzuheben sind die epischen Erzählungen von Gottfried von Straßburg und Wolfram von Eschenbach sowie die allegorischen Werke von Johannes von Tepl und Heinrich Wittenwiler. Die beitragenden Autoren sind führende Stimmen ihrer Zeit und bieten ein reichhaltiges Spektrum an Perspektiven. Ihre …"
701,Diverse Autoren,Die Kirche und ihre Sakramente,B 47,Regal B,,Vorhanden,Gemini-Import,thumbnails/book_701.jpg,https://books.google.com/books/content?id=4S9oAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,1985,de,978-3-8032-1024,Diverse,"... Sakramente und damit die tragenden Pfeiler des mittelalterlichen ... diverse kontroverstheologische Kompendien ein- gearbeitet und sogar 1545 ... Kirche und ihrer Tradition zu rütteln , zumal er die Bibel wie die Kirchenväter auf&nbsp;..."
692,Diverse Autoren,Die Kirche und ihre Feste,B 48,Regal B,,Vorhanden,Gemini-Import,thumbnails/book_692.jpg,https://books.google.com/books/content?id=GJ2iCgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,1985,de,978-3-8032-1025,Diverse,"Charles Dickens, E. T. A. Hoffmann, Diverse Autoren . Ihr hättet sehen sollen , was für einen Blick Tackleton auf ihn ... Kirche gehen kann ; da sie aber heute früh schon einmal dort war , werden selbst Sie sie vielleicht&nbsp;..."
693,Diverse Autoren,Die Kirche und ihre Feiern,B 49,Regal B,,Vorhanden,Gemini-Import,thumbnails/book_693.jpg,https://books.google.com/books/content?id=C4p3DwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,1985,de,978-3-8032-1026,Diverse,"In der lateinischen Praxis der Initiation von Kindern werden Taufe, Firmung und Eucharistie durch zeitliche Abstände voneinander getrennt gespendet. Im Laufe der Jahrhunderte hat sich die Praxis mehrmals verändert: Einerseits variiert die Reihenfolge von Firmung und Eucharistie, andererseits rückt ab dem 13. Jahrhundert das Bußsakrament zwischen die drei Initiationssakramente. Der Autor stellt in seiner Dissertation den historischtheologischen Prozess des Aufsplittens des ursprünglich einen Initiationsaktes umfassend dar und zieht daraus Schlussfolgerungen für ein neues Gesamtkonzept der Initiation von Kindern."
659,Hanns Jürgen Küsters,Konrad Adenauer - Ein Leben,B 5,Regal B,,Vorhanden,Gemini-Import,thumbnails/book_659.jpg,https://books.google.com/books/content?id=ZrHkEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,1985,de,978-3-8032-0932,Propyläen,"Die ""Historisch-Politischen Mitteilungen"" der Konrad-Adenauer-Stiftung bieten ein Forum für Forschungen und Darstellungen zur Geschichte der christlich-demokratischen Bewegungen und Parteien und ihrer Vorgeschichte im Kontext der geistigen, politischen und sozialen Entwicklungen des 19. und 20. Jahrhunderts. Der thematische Schwerpunkt liegt auf Deutschland und Europa. In diesem Band werden unter anderem die politischen und gesellschaftlichen Einflüsse von Kaiser Wilhelm I. und seiner Frau Augusta, CDU-Mitgründer Carl Schulze, Theologe Eugen Gerstenmeier, CDU-Politiker Bernhard Worms und auch das Privatleben des ehemaligen Zentrumspolitiker und Reichskanzler Heinrich Brüning thematisiert. Darüber hinaus rückt Helmut Kohl in den Fokus, dessen Geschichtsbewusstsein und -bild maßgeblich seine …"
